"yr","codsp","fl","source"
1951,"BLF",67.5737449528685,"Dist_Sim"
1951,"BLF",66.4537261093281,"Dist_Sim"
1951,"BLF",47.7244924803794,"Dist_Sim"
1951,"BLF",82.9492893039453,"Dist_Sim"
1951,"BLF",89.9297768736705,"Dist_Sim"
1951,"BLF",69.6274497957096,"Dist_Sim"
1951,"BLF",51.5748798415347,"Dist_Sim"
1951,"BLF",82.9223593974108,"Dist_Sim"
1951,"BLF",76.7664073954375,"Dist_Sim"
1951,"BLF",77.4098253831106,"Dist_Sim"
1951,"BLF",66.702076037748,"Dist_Sim"
1951,"BLF",79.3021594788198,"Dist_Sim"
1951,"BLF",58.7624483831102,"Dist_Sim"
1951,"BLF",64.4162735013861,"Dist_Sim"
1951,"BLF",90.7743775661977,"Dist_Sim"
1951,"BLF",70.5450522203476,"Dist_Sim"
1951,"BLF",68.8637001335384,"Dist_Sim"
1951,"BLF",64.2266321040641,"Dist_Sim"
1951,"BLF",63.4103700324011,"Dist_Sim"
1951,"BLF",67.9993721825938,"Dist_Sim"
1951,"BLF",91.7365177576591,"Dist_Sim"
1951,"BLF",79.9135524324551,"Dist_Sim"
1951,"BLF",49.2028340092593,"Dist_Sim"
1951,"BLF",76.8812604329589,"Dist_Sim"
1951,"BLF",66.3365909857934,"Dist_Sim"
1951,"BLF",72.9935084861696,"Dist_Sim"
1951,"BLF",70.7960116597484,"Dist_Sim"
1951,"BLF",69.6559058390064,"Dist_Sim"
1951,"BLF",64.7219897421589,"Dist_Sim"
1951,"BLF",72.411994468104,"Dist_Sim"
1951,"BLF",93.679508647625,"Dist_Sim"
1951,"BLF",67.0661729170995,"Dist_Sim"
1951,"BLF",71.7065051334309,"Dist_Sim"
1951,"BLF",65.017512485254,"Dist_Sim"
1951,"BLF",83.4037011150343,"Dist_Sim"
1951,"BLF",71.0698701608881,"Dist_Sim"
1951,"BLF",88.6644113532411,"Dist_Sim"
1951,"BLF",88.2919269501866,"Dist_Sim"
1951,"BLF",67.521791409832,"Dist_Sim"
1951,"BLF",66.647522339416,"Dist_Sim"
1951,"BLF",72.0811094450629,"Dist_Sim"
1951,"BLF",64.3053922670334,"Dist_Sim"
1951,"BLF",87.8697642490389,"Dist_Sim"
1951,"BLF",81.5077088058246,"Dist_Sim"
1951,"BLF",75.6673664704417,"Dist_Sim"
1952,"BLF",79.0356114390705,"Dist_Sim"
1952,"BLF",58.6648924625985,"Dist_Sim"
1952,"BLF",66.3836562578651,"Dist_Sim"
1952,"BLF",74.2214896069787,"Dist_Sim"
1952,"BLF",79.4002939318263,"Dist_Sim"
1952,"BLF",72.3775507734016,"Dist_Sim"
1952,"BLF",76.2495885598632,"Dist_Sim"
1952,"BLF",73.5545469019416,"Dist_Sim"
1952,"BLF",78.3603117033894,"Dist_Sim"
1952,"BLF",62.8996420043612,"Dist_Sim"
1952,"BLF",75.7829554535039,"Dist_Sim"
1952,"BLF",66.4673956092006,"Dist_Sim"
1952,"BLF",61.3954203082143,"Dist_Sim"
1952,"BLF",76.7505411187237,"Dist_Sim"
1952,"BLF",65.573964916798,"Dist_Sim"
1952,"BLF",56.7857033558659,"Dist_Sim"
1952,"BLF",59.5967557802678,"Dist_Sim"
1952,"BLF",64.8460268442581,"Dist_Sim"
1952,"BLF",56.3000896542639,"Dist_Sim"
1952,"BLF",70.8605521888296,"Dist_Sim"
1952,"BLF",58.9409097729465,"Dist_Sim"
1952,"BLF",63.9988772794781,"Dist_Sim"
1952,"BLF",91.0342001387107,"Dist_Sim"
1952,"BLF",76.5404714702857,"Dist_Sim"
1952,"BLF",73.1685065494095,"Dist_Sim"
1952,"BLF",59.0198443938002,"Dist_Sim"
1952,"BLF",76.2654947664181,"Dist_Sim"
1952,"BLF",65.5983993198,"Dist_Sim"
1952,"BLF",67.3552736890959,"Dist_Sim"
1952,"BLF",68.0252794439929,"Dist_Sim"
1952,"BLF",73.299078514561,"Dist_Sim"
1952,"BLF",72.7583714665654,"Dist_Sim"
1952,"BLF",63.3649378336123,"Dist_Sim"
1952,"BLF",77.6200999451678,"Dist_Sim"
1952,"BLF",75.8788067936423,"Dist_Sim"
1952,"BLF",71.9322353908253,"Dist_Sim"
1952,"BLF",75.9053078890349,"Dist_Sim"
1952,"BLF",71.1845270680213,"Dist_Sim"
1952,"BLF",59.8392290366041,"Dist_Sim"
1952,"BLF",71.6772950417199,"Dist_Sim"
1952,"BLF",79.5123776815202,"Dist_Sim"
1952,"BLF",63.7456757023944,"Dist_Sim"
1952,"BLF",69.409412319503,"Dist_Sim"
1952,"BLF",81.595033311331,"Dist_Sim"
1952,"BLF",77.0242949880496,"Dist_Sim"
1952,"BLF",86.9573125189203,"Dist_Sim"
1952,"BLF",68.2106773444265,"Dist_Sim"
1952,"BLF",61.2694882656773,"Dist_Sim"
1952,"BLF",65.4309610980334,"Dist_Sim"
1952,"BLF",62.4688190868111,"Dist_Sim"
1952,"BLF",73.1916129759794,"Dist_Sim"
1952,"BLF",64.2245538620701,"Dist_Sim"
1952,"BLF",70.8055142213183,"Dist_Sim"
1952,"BLF",69.304387135656,"Dist_Sim"
1952,"BLF",72.3436724395513,"Dist_Sim"
1952,"BLF",70.9260824647219,"Dist_Sim"
1952,"BLF",75.0779856678275,"Dist_Sim"
1952,"BLF",81.6961236487645,"Dist_Sim"
1952,"BLF",90.0671983326038,"Dist_Sim"
1952,"BLF",72.7737127806501,"Dist_Sim"
1952,"BLF",82.561704553808,"Dist_Sim"
1952,"BLF",68.4921099449448,"Dist_Sim"
1952,"BLF",68.3173061782238,"Dist_Sim"
1952,"BLF",83.434822117902,"Dist_Sim"
1952,"BLF",78.2552049991073,"Dist_Sim"
1952,"BLF",80.090349210662,"Dist_Sim"
1952,"BLF",71.1647965214467,"Dist_Sim"
1952,"BLF",59.70825638646,"Dist_Sim"
1952,"BLF",73.1999872276477,"Dist_Sim"
1952,"BLF",73.3094481576454,"Dist_Sim"
1952,"BLF",75.3048776659505,"Dist_Sim"
1952,"BLF",72.1851427724919,"Dist_Sim"
1952,"BLF",70.2769532999459,"Dist_Sim"
1952,"BLF",76.2214682239499,"Dist_Sim"
1952,"BLF",64.2562423295425,"Dist_Sim"
1952,"BLF",71.3499997961355,"Dist_Sim"
1952,"BLF",84.8585932396194,"Dist_Sim"
1952,"BLF",71.8548685564126,"Dist_Sim"
1952,"BLF",68.0108570346132,"Dist_Sim"
1952,"BLF",76.5271448835299,"Dist_Sim"
1952,"BLF",82.048590813624,"Dist_Sim"
1952,"BLF",72.764021374177,"Dist_Sim"
1952,"BLF",72.7831011015447,"Dist_Sim"
1952,"BLF",62.5913946074443,"Dist_Sim"
1952,"BLF",66.1195864003743,"Dist_Sim"
1952,"BLF",64.3539459402459,"Dist_Sim"
1952,"BLF",73.6964370759096,"Dist_Sim"
1952,"BLF",79.7780500871885,"Dist_Sim"
1952,"BLF",74.1583848905133,"Dist_Sim"
1952,"BLF",69.5361943136221,"Dist_Sim"
1952,"BLF",71.1980198745451,"Dist_Sim"
1952,"BLF",70.0009731325022,"Dist_Sim"
1952,"BLF",63.3687247758958,"Dist_Sim"
1952,"BLF",64.9958091420847,"Dist_Sim"
1952,"BLF",82.1046809885265,"Dist_Sim"
1952,"BLF",65.9045504400873,"Dist_Sim"
1952,"BLF",63.3859340321286,"Dist_Sim"
1952,"BLF",80.4682608457266,"Dist_Sim"
1952,"BLF",76.0517000798738,"Dist_Sim"
1952,"BLF",68.541510866106,"Dist_Sim"
1953,"BLF",58.3054034894589,"Dist_Sim"
1953,"BLF",62.4203887946942,"Dist_Sim"
1953,"BLF",66.719316025885,"Dist_Sim"
1953,"BLF",65.134084816374,"Dist_Sim"
1953,"BLF",67.6679623306726,"Dist_Sim"
1953,"BLF",83.8138240761085,"Dist_Sim"
1953,"BLF",67.2379153734086,"Dist_Sim"
1953,"BLF",76.1089438813224,"Dist_Sim"
1953,"BLF",67.2970661899756,"Dist_Sim"
1953,"BLF",81.7860730331084,"Dist_Sim"
1953,"BLF",70.1902310315676,"Dist_Sim"
1953,"BLF",59.612746264524,"Dist_Sim"
1953,"BLF",63.57958086959,"Dist_Sim"
1953,"BLF",74.5954231769776,"Dist_Sim"
1953,"BLF",71.9788145497811,"Dist_Sim"
1953,"BLF",85.4063458707062,"Dist_Sim"
1953,"BLF",66.0483557456396,"Dist_Sim"
1953,"BLF",84.5536069240189,"Dist_Sim"
1953,"BLF",71.7498645624792,"Dist_Sim"
1953,"BLF",74.6744469751582,"Dist_Sim"
1953,"BLF",52.2879765898128,"Dist_Sim"
1953,"BLF",81.8391821985321,"Dist_Sim"
1953,"BLF",68.8376735149526,"Dist_Sim"
1953,"BLF",63.5535560046333,"Dist_Sim"
1953,"BLF",54.4621747186901,"Dist_Sim"
1953,"BLF",67.5690535278729,"Dist_Sim"
1953,"BLF",70.4145120182998,"Dist_Sim"
1953,"BLF",59.7234810686238,"Dist_Sim"
1953,"BLF",66.0227488302855,"Dist_Sim"
1953,"BLF",70.8265841870926,"Dist_Sim"
1953,"BLF",82.0002306967985,"Dist_Sim"
1953,"BLF",64.4057696095344,"Dist_Sim"
1953,"BLF",70.1474883079478,"Dist_Sim"
1953,"BLF",81.8372369288513,"Dist_Sim"
1953,"BLF",75.0616671889506,"Dist_Sim"
1953,"BLF",75.4486475777829,"Dist_Sim"
1953,"BLF",70.9552489142853,"Dist_Sim"
1953,"BLF",65.8438781532092,"Dist_Sim"
1953,"BLF",69.5470219847956,"Dist_Sim"
1953,"BLF",64.8124657215306,"Dist_Sim"
1953,"BLF",71.1691974367076,"Dist_Sim"
1953,"BLF",60.8804231919316,"Dist_Sim"
1953,"BLF",62.3815661166151,"Dist_Sim"
1953,"BLF",75.075789197587,"Dist_Sim"
1953,"BLF",75.3635485824376,"Dist_Sim"
1953,"BLF",83.6858568386703,"Dist_Sim"
1953,"BLF",78.0889087733187,"Dist_Sim"
1953,"BLF",72.3366981207081,"Dist_Sim"
1953,"BLF",67.1448308590779,"Dist_Sim"
1953,"BLF",74.3692215831122,"Dist_Sim"
1953,"BLF",71.4724098062465,"Dist_Sim"
1953,"BLF",68.3329950871018,"Dist_Sim"
1953,"BLF",83.420539917419,"Dist_Sim"
1953,"BLF",83.0066754591939,"Dist_Sim"
1953,"BLF",67.341801789442,"Dist_Sim"
1953,"BLF",68.8759234089927,"Dist_Sim"
1953,"BLF",54.1844605355212,"Dist_Sim"
1953,"BLF",72.8989225496978,"Dist_Sim"
1953,"BLF",59.249992207494,"Dist_Sim"
1953,"BLF",69.361839226312,"Dist_Sim"
1953,"BLF",74.7185763524464,"Dist_Sim"
1953,"BLF",56.4682888530676,"Dist_Sim"
1953,"BLF",70.2507681987387,"Dist_Sim"
1953,"BLF",66.0821085083463,"Dist_Sim"
1953,"BLF",60.7624897609498,"Dist_Sim"
1953,"BLF",67.8991931547582,"Dist_Sim"
1953,"BLF",60.8142487846362,"Dist_Sim"
1953,"BLF",73.1603634223128,"Dist_Sim"
1953,"BLF",81.5296130754464,"Dist_Sim"
1953,"BLF",63.785880333584,"Dist_Sim"
1953,"BLF",52.7049099202184,"Dist_Sim"
1953,"BLF",77.1250720336952,"Dist_Sim"
1953,"BLF",77.2504727047721,"Dist_Sim"
1953,"BLF",54.1595644541972,"Dist_Sim"
1953,"BLF",77.5348616994433,"Dist_Sim"
1953,"BLF",71.3576642428921,"Dist_Sim"
1953,"BLF",54.5286700997585,"Dist_Sim"
1953,"BLF",71.4263303910997,"Dist_Sim"
1953,"BLF",86.3181395701579,"Dist_Sim"
1953,"BLF",62.0503704082005,"Dist_Sim"
1953,"BLF",60.7657904969301,"Dist_Sim"
1953,"BLF",63.3384733502838,"Dist_Sim"
1953,"BLF",72.5168713286474,"Dist_Sim"
1953,"BLF",79.2663114765526,"Dist_Sim"
1953,"BLF",61.2279657244403,"Dist_Sim"
1953,"BLF",63.4378926838451,"Dist_Sim"
1953,"BLF",80.751202023308,"Dist_Sim"
1953,"BLF",66.4714330112862,"Dist_Sim"
1953,"BLF",75.0799035385856,"Dist_Sim"
1953,"BLF",57.9843476735305,"Dist_Sim"
1953,"BLF",66.633406054873,"Dist_Sim"
1953,"BLF",76.2850504986701,"Dist_Sim"
1953,"BLF",84.8998262289742,"Dist_Sim"
1953,"BLF",61.298946115747,"Dist_Sim"
1953,"BLF",63.4518965147992,"Dist_Sim"
1953,"BLF",73.6507666361558,"Dist_Sim"
1953,"BLF",81.9590275522422,"Dist_Sim"
1953,"BLF",61.6928189247415,"Dist_Sim"
1953,"BLF",59.5300602279178,"Dist_Sim"
1953,"BLF",73.0966640257019,"Dist_Sim"
1954,"BLF",73.026941678086,"Dist_Sim"
1954,"BLF",72.9115633212202,"Dist_Sim"
1954,"BLF",66.2066561441119,"Dist_Sim"
1954,"BLF",66.258878682118,"Dist_Sim"
1954,"BLF",67.8931095955914,"Dist_Sim"
1954,"BLF",63.7447366659353,"Dist_Sim"
1954,"BLF",61.0946737854414,"Dist_Sim"
1954,"BLF",62.7640652337083,"Dist_Sim"
1954,"BLF",80.2638347282988,"Dist_Sim"
1954,"BLF",63.9106498262335,"Dist_Sim"
1954,"BLF",62.896560502711,"Dist_Sim"
1954,"BLF",73.1717637304709,"Dist_Sim"
1954,"BLF",75.8526548550757,"Dist_Sim"
1954,"BLF",76.719388133502,"Dist_Sim"
1954,"BLF",62.2708740904584,"Dist_Sim"
1954,"BLF",57.8232023514761,"Dist_Sim"
1954,"BLF",61.4166323942368,"Dist_Sim"
1954,"BLF",68.6169232993118,"Dist_Sim"
1954,"BLF",80.3299071891695,"Dist_Sim"
1954,"BLF",66.8795859474277,"Dist_Sim"
1954,"BLF",70.7159877085933,"Dist_Sim"
1954,"BLF",75.9262444310501,"Dist_Sim"
1954,"BLF",75.6057633229118,"Dist_Sim"
1954,"BLF",70.7754666255532,"Dist_Sim"
1954,"BLF",69.4867547850337,"Dist_Sim"
1954,"BLF",63.8694010362659,"Dist_Sim"
1954,"BLF",76.4225468306153,"Dist_Sim"
1954,"BLF",87.3997361971736,"Dist_Sim"
1954,"BLF",72.1852368171018,"Dist_Sim"
1954,"BLF",74.580597467793,"Dist_Sim"
1954,"BLF",78.606414024552,"Dist_Sim"
1954,"BLF",65.2614238386113,"Dist_Sim"
1954,"BLF",71.011779962714,"Dist_Sim"
1954,"BLF",73.7728193378262,"Dist_Sim"
1954,"BLF",77.4195570330028,"Dist_Sim"
1954,"BLF",78.9813061955723,"Dist_Sim"
1954,"BLF",67.0425566483046,"Dist_Sim"
1954,"BLF",78.9552982066608,"Dist_Sim"
1954,"BLF",52.2104331984666,"Dist_Sim"
1954,"BLF",60.8761217540771,"Dist_Sim"
1954,"BLF",59.7068687318016,"Dist_Sim"
1954,"BLF",50.6260978403069,"Dist_Sim"
1954,"BLF",70.6426965021887,"Dist_Sim"
1954,"BLF",74.984913781577,"Dist_Sim"
1954,"BLF",76.9571825678522,"Dist_Sim"
1954,"BLF",66.0324797334753,"Dist_Sim"
1954,"BLF",54.8729483088409,"Dist_Sim"
1954,"BLF",55.8324451559299,"Dist_Sim"
1954,"BLF",62.1414241944144,"Dist_Sim"
1954,"BLF",54.5410700821851,"Dist_Sim"
1954,"BLF",60.069425835354,"Dist_Sim"
1954,"BLF",61.7921518593637,"Dist_Sim"
1954,"BLF",81.0436230674346,"Dist_Sim"
1954,"BLF",50.7485694044489,"Dist_Sim"
1954,"BLF",66.1047635159011,"Dist_Sim"
1954,"BLF",73.8470747003701,"Dist_Sim"
1954,"BLF",60.1632593100732,"Dist_Sim"
1954,"BLF",58.292055186386,"Dist_Sim"
1954,"BLF",66.2847137388112,"Dist_Sim"
1954,"BLF",73.1750597487245,"Dist_Sim"
1954,"BLF",78.4936440419559,"Dist_Sim"
1954,"BLF",83.8596362317197,"Dist_Sim"
1954,"BLF",64.9308067877884,"Dist_Sim"
1954,"BLF",50.4508057389427,"Dist_Sim"
1954,"BLF",66.7875985554459,"Dist_Sim"
1954,"BLF",61.766144172059,"Dist_Sim"
1954,"BLF",56.1321690853654,"Dist_Sim"
1954,"BLF",64.7651859064959,"Dist_Sim"
1954,"BLF",77.0759206280845,"Dist_Sim"
1954,"BLF",83.3386063918461,"Dist_Sim"
1954,"BLF",67.9473671880716,"Dist_Sim"
1954,"BLF",57.4726564150441,"Dist_Sim"
1954,"BLF",69.2509470352088,"Dist_Sim"
1954,"BLF",71.1458649220913,"Dist_Sim"
1954,"BLF",65.7641545506133,"Dist_Sim"
1954,"BLF",81.886443666492,"Dist_Sim"
1954,"BLF",58.8972755003771,"Dist_Sim"
1954,"BLF",67.9686771862149,"Dist_Sim"
1954,"BLF",66.9691763222324,"Dist_Sim"
1954,"BLF",64.4910115814285,"Dist_Sim"
1954,"BLF",72.4154342083329,"Dist_Sim"
1954,"BLF",74.0055578742429,"Dist_Sim"
1954,"BLF",75.5602438308525,"Dist_Sim"
1954,"BLF",89.605225281285,"Dist_Sim"
1954,"BLF",67.0427018056326,"Dist_Sim"
1954,"BLF",74.003477864859,"Dist_Sim"
1954,"BLF",58.6296253076158,"Dist_Sim"
1954,"BLF",82.6134878061876,"Dist_Sim"
1954,"BLF",69.367304056804,"Dist_Sim"
1954,"BLF",71.0026169093491,"Dist_Sim"
1954,"BLF",82.0839113846494,"Dist_Sim"
1954,"BLF",57.8025401686359,"Dist_Sim"
1954,"BLF",64.1069726462131,"Dist_Sim"
1954,"BLF",62.6098981712322,"Dist_Sim"
1954,"BLF",86.291323860231,"Dist_Sim"
1954,"BLF",77.1937926219332,"Dist_Sim"
1954,"BLF",71.3517555275951,"Dist_Sim"
1954,"BLF",64.6686697490432,"Dist_Sim"
1954,"BLF",86.4971859918498,"Dist_Sim"
1954,"BLF",67.3315586071895,"Dist_Sim"
1955,"BLF",83.2873275689722,"Dist_Sim"
1955,"BLF",68.5884405964269,"Dist_Sim"
1955,"BLF",72.1926535663955,"Dist_Sim"
1955,"BLF",67.8483604800846,"Dist_Sim"
1955,"BLF",61.8899840005421,"Dist_Sim"
1955,"BLF",79.1669158565705,"Dist_Sim"
1955,"BLF",69.5789889901651,"Dist_Sim"
1955,"BLF",63.6957964654826,"Dist_Sim"
1955,"BLF",78.1106525170848,"Dist_Sim"
1955,"BLF",76.0306177980961,"Dist_Sim"
1955,"BLF",76.297505571111,"Dist_Sim"
1955,"BLF",58.7197922335589,"Dist_Sim"
1955,"BLF",72.987613909541,"Dist_Sim"
1955,"BLF",84.8188887315558,"Dist_Sim"
1955,"BLF",59.5374343705788,"Dist_Sim"
1955,"BLF",75.4400500609413,"Dist_Sim"
1955,"BLF",52.7521714954624,"Dist_Sim"
1955,"BLF",95.8635929968036,"Dist_Sim"
1955,"BLF",86.0281733731433,"Dist_Sim"
1955,"BLF",87.3913158514437,"Dist_Sim"
1955,"BLF",61.0462347892974,"Dist_Sim"
1955,"BLF",72.137412954975,"Dist_Sim"
1955,"BLF",77.2112581418977,"Dist_Sim"
1955,"BLF",66.7790211259227,"Dist_Sim"
1955,"BLF",75.5843032354442,"Dist_Sim"
1955,"BLF",74.5365358818079,"Dist_Sim"
1955,"BLF",69.9273227581991,"Dist_Sim"
1955,"BLF",76.1863960624794,"Dist_Sim"
1955,"BLF",64.5288914365782,"Dist_Sim"
1955,"BLF",77.2939885171879,"Dist_Sim"
1955,"BLF",55.8997172580749,"Dist_Sim"
1955,"BLF",65.9717840751817,"Dist_Sim"
1955,"BLF",83.6169363270549,"Dist_Sim"
1955,"BLF",75.4171640337624,"Dist_Sim"
1955,"BLF",67.6322001605789,"Dist_Sim"
1955,"BLF",75.0745191328113,"Dist_Sim"
1955,"BLF",72.0104879747877,"Dist_Sim"
1955,"BLF",65.873393053619,"Dist_Sim"
1955,"BLF",61.1892920155457,"Dist_Sim"
1955,"BLF",63.4517978416991,"Dist_Sim"
